prev,curr,n
"Anchorage,_Alaska",Anchorage_Police_Department,1
"Anchorage,_Alaska",Anchorage_School_District,1
"Anchorage,_Alaska",Anchorage_metropolitan_area,1
"Anchorage,_Alaska","Bootleggers_Cove,_Anchorage",1
"Anchorage,_Alaska",Brandon_Dubinsky,1
"Anchorage,_Alaska",Chamaenerion_angustifolium,1
"Anchorage,_Alaska",Chugach_Mountains,1
"Anchorage,_Alaska",Chugach_State_Park,1
"Anchorage,_Alaska","Chugiak,_Anchorage",1
"Anchorage,_Alaska",Climate_of_Anchorage,1
"Anchorage,_Alaska",Conoco-Phillips_Building,1
"Anchorage,_Alaska",Consolidated_city-county,1
"Anchorage,_Alaska",Cook_Inlet,1
"Anchorage,_Alaska",Denali,1
"Anchorage,_Alaska",Denaʼina,1
"Anchorage,_Alaska",Denaʼina_language,1
"Anchorage,_Alaska","Eagle_River,_Anchorage",1
"Anchorage,_Alaska",Elmendorf_Air_Force_Base,1
"Anchorage,_Alaska",Ethan_Berkowitz,1
"Anchorage,_Alaska","Fairbanks,_Alaska",1
"Anchorage,_Alaska",FedEx,1
"Anchorage,_Alaska","Fire_Island_(Anchorage,_Alaska)",1
"Anchorage,_Alaska","Flattop_Mountain_(Anchorage,_Alaska)",1
"Anchorage,_Alaska",Fort_Richardson_(Alaska),1
"Anchorage,_Alaska",Frankfurt,1
"Anchorage,_Alaska","Girdwood,_Anchorage,_Alaska",1
"Anchorage,_Alaska",Great_Alaska_Shootout,1
"Anchorage,_Alaska","History_of_Anchorage,_Alaska",1
"Anchorage,_Alaska",Hmong_Americans,1
"Anchorage,_Alaska",Iditarod_Trail_Sled_Dog_Race,1
"Anchorage,_Alaska",Interior_Alaska,1
"Anchorage,_Alaska",Irene_Bedard,1
"Anchorage,_Alaska",Joint_Base_Elmendorf–Richardson,1
"Anchorage,_Alaska",Joint_base,1
"Anchorage,_Alaska","Juneau,_Alaska",1
"Anchorage,_Alaska",KTUU-TV,1
"Anchorage,_Alaska",Kikkan_Randall,1
"Anchorage,_Alaska",Kiplinger,1
"Anchorage,_Alaska",Kira_Buckland,1
"Anchorage,_Alaska",Lael_Wilcox,1
"Anchorage,_Alaska",Lake_Hood_Seaplane_Base,1
"Anchorage,_Alaska",List_of_Interstate_Highways_in_Alaska,1
"Anchorage,_Alaska",List_of_United_States_cities_by_population,1
"Anchorage,_Alaska",List_of_airports_in_Alaska,1
"Anchorage,_Alaska",List_of_boroughs_and_census_areas_in_Alaska,1
"Anchorage,_Alaska",List_of_cities_in_Alaska,1
"Anchorage,_Alaska",List_of_largest_cities_of_U.S._states_and_territories_by_population,1
"Anchorage,_Alaska","List_of_neighborhoods_of_Anchorage,_Alaska",1
"Anchorage,_Alaska",List_of_tallest_buildings_in_Anchorage,1
"Anchorage,_Alaska",Lists_of_earthquakes,1
"Anchorage,_Alaska",Mario_Chalmers,1
"Anchorage,_Alaska",Mark_Begich,1
"Anchorage,_Alaska","Matanuska-Susitna_Borough,_Alaska",1
"Anchorage,_Alaska",Memphis_International_Airport,1
"Anchorage,_Alaska",Merrill_Field,1
"Anchorage,_Alaska",Metropolitan_area,1
"Anchorage,_Alaska",Metropolitan_statistical_area,1
"Anchorage,_Alaska",Moose's_Tooth_Pub_&_Pizzeria,1
"Anchorage,_Alaska",Mount_Redoubt,1
"Anchorage,_Alaska",Mudflat,1
"Anchorage,_Alaska",Municipal_council,1
"Anchorage,_Alaska",Murmansk,1
"Anchorage,_Alaska",New_York_(state),1
"Anchorage,_Alaska",Northwestern_wolf,1
"Anchorage,_Alaska",People_Mover_(Anchorage),1
"Anchorage,_Alaska",Providence_Alaska_Medical_Center,1
"Anchorage,_Alaska",Reykjavík,1
"Anchorage,_Alaska",Rhode_Island,1
"Anchorage,_Alaska",Scott_Gomez,1
"Anchorage,_Alaska",Subarctic_climate,1
"Anchorage,_Alaska",Ted_Stevens_Anchorage_International_Airport,1
"Anchorage,_Alaska",Tom_Begich,1
"Anchorage,_Alaska",Tony_Barnette,1
"Anchorage,_Alaska",Turnagain_Arm,1
"Anchorage,_Alaska",U.S._state,1
"Anchorage,_Alaska",USS_Anchorage_(LPD-23),1
"Anchorage,_Alaska",University_of_Alaska_Anchorage,1
"Anchorage,_Alaska",Urban_area,1
"Anchorage,_Alaska","Wasilla,_Alaska",1
"Anchorage,_Alaska","Whittier,_Alaska",1
"Anchorage,_Alaska",William_H._Seward,1
Anchorage_(song),Michelle_Shocked,1
Anchorage_School_District,Bartlett_High_School_(Alaska),1
Anchorage_School_District,Dimond_High_School,1
Anchorage_metropolitan_area,"Anchorage,_Alaska",1
Anchorage_metropolitan_area,"Knik-Fairview,_Alaska",1
Anchorage_metropolitan_area,"Matanuska-Susitna_Borough,_Alaska",1
Apollo_11,Coordinated_Universal_Time,1
Apollo_11,President_of_the_United_States,1
April_2015_Nepal_earthquake,May_2015_Nepal_earthquake,1
April_2015_Nepal_earthquake,Modified_Mercalli_intensity_scale,1
April_2015_Nepal_earthquake,Moment_magnitude_scale,1
April_2015_Nepal_earthquake,Surface-wave_magnitude,1
Asian_Americans,African_Americans,1
Asian_Americans,California,1
Asian_Americans,Filipino_Americans,1
Asian_Americans,Hmong_Americans,1
Asian_Americans,New_York_(state),1
Attu_Island,Alaska,1
Attu_Island,Aleutian_Islands,1
Balto,1925_serum_run_to_Nome,1
Balto,"Anchorage,_Alaska",1
Balto,"Nenana,_Alaska",1
Balto,"Nome,_Alaska",1
Bill_Walker_(American_politician),2018_Alaska_gubernatorial_election,1
Bill_Walker_(American_politician),Dan_Sullivan_(Anchorage_mayor),1
Bill_Walker_(American_politician),"Fairbanks,_Alaska",1
Bill_Walker_(American_politician),Mark_Begich,1
Bill_Walker_(American_politician),"Valdez,_Alaska",1
Bill_Walker_(American_politician),Wally_Hickel,1
Borough_(United_States),List_of_boroughs_and_census_areas_in_Alaska,1
Borough_(United_States),"Unorganized_Borough,_Alaska",1
Boston,Asian_Americans,1
Boston,Hispanic_and_Latino_Americans,1
Boston,List_of_United_States_cities_by_population,1
Boston,List_of_United_States_urban_areas,1
Boston,Metropolitan_area,1
Boston,Metropolitan_statistical_area,1
Boston,New_York_City,1
Boston,Non-Hispanic_whites,1
Boston,Philadelphia,1
Boston,"Portland,_Maine",1
Boston,United_States,1
Boston,Urban_area,1
Boston,White_Americans,1
Bristol_Palin,Alaska,1
Bristol_Palin,"Anchorage,_Alaska",1
Bristol_Palin,John_McCain,1
Bristol_Palin,Sarah_Palin,1
Bristol_Palin,"Wasilla,_Alaska",1
British_Airways_Flight_009,Mount_Redoubt,1
California,1906_San_Francisco_earthquake,1
California,African_Americans,1
California,Alaska,1
California,Alaska_Natives,1
California,Asian_Americans,1
California,Democratic_Party_(United_States),1
California,Demonym,1
California,Hispanic_and_Latino_Americans,1
California,List_of_United_States_cities_by_population,1
California,List_of_capitals_in_the_United_States,1
California,List_of_largest_cities_of_U.S._states_and_territories_by_population,1
California,Metropolitan_statistical_area,1
California,New_York_(state),1
California,New_York_City,1
California,Non-Hispanic_whites,1
California,San_Andreas_Fault,1
California,Tagalog_language,1
California,U.S._state,1
California,United_States,1
California,White_Americans,1
Centers_for_Disease_Control_and_Prevention,United_States,1
Charles_Francis_Richter,Richter_magnitude_scale,1
Chris_McCandless,Alaska,1
Chris_McCandless,"Anchorage,_Alaska",1
Chris_McCandless,Denali_National_Park_and_Preserve,1
Chris_McCandless,"Fairbanks,_Alaska",1
Chris_McCandless,Moose,1
City_of_Darwin,"Darwin,_Northern_Territory",1
Climate_of_Alaska,"Anchorage,_Alaska",1
Climate_of_Alaska,"Fairbanks,_Alaska",1
Climate_of_Alaska,"Juneau,_Alaska",1
Climate_of_Alaska,Subarctic_climate,1
Climate_of_Alaska,"Utqiagvik,_Alaska",1
Climate_of_Anchorage,"Anchorage,_Alaska",1
Conoco-Phillips_Building,List_of_tallest_buildings_by_U.S._state_and_territory,1
Conoco-Phillips_Building,Robert_B._Atwood_Building,1
Consolidated_city-county,Philadelphia,1
Consolidated_city-county,"Sitka,_Alaska",1
Contiguous_United_States,Alaska,1
Contiguous_United_States,California,1
Contiguous_United_States,Great_circle,1
Contiguous_United_States,List_of_extreme_points_of_the_United_States,1
Contiguous_United_States,New_York_(state),1
Contiguous_United_States,North_America,1
Contiguous_United_States,Outside_(Alaska),1
Contiguous_United_States,U.S._state,1
Contiguous_United_States,United_States,1
Cook_Inlet,"Anchorage,_Alaska",1
Coordinated_Universal_Time,List_of_UTC_offsets,1
County_statistics_of_the_United_States,Borough_(United_States),1
County_statistics_of_the_United_States,List_of_United_States_counties_and_county_equivalents,1
County_statistics_of_the_United_States,"North_Slope_Borough,_Alaska",1
County_statistics_of_the_United_States,"Unorganized_Borough,_Alaska",1
"Crescent_City,_California",1964_Alaska_earthquake,1
Dan_Sullivan_(Anchorage_mayor),Dan_Sullivan_(U.S._senator),1
Dan_Sullivan_(Anchorage_mayor),Ethan_Berkowitz,1
Dan_Sullivan_(U.S._senator),2014_United_States_Senate_election_in_Alaska,1
Dan_Sullivan_(U.S._senator),Alaska,1
Dan_Sullivan_(U.S._senator),Dan_Sullivan_(Anchorage_mayor),1
Dan_Sullivan_(U.S._senator),Lisa_Murkowski,1
Dan_Sullivan_(U.S._senator),Mark_Begich,1
Dan_Sullivan_(U.S._senator),Sarah_Palin,1
"Darwin,_Northern_Territory",City_of_Darwin,1
December_21,Pan_Am_Flight_103,1
December_21,Winter_solstice,1
December_solstice,Winter_solstice,1
Democratic_Party_(United_States),African_Americans,1
Democratic_Party_(United_States),Asian_Americans,1
Democratic_Party_(United_States),Boston,1
Democratic_Party_(United_States),California,1
Democratic_Party_(United_States),Donald_Trump,1
Democratic_Party_(United_States),Hispanic_and_Latino_Americans,1
Democratic_Party_(United_States),New_York_(state),1
Democratic_Party_(United_States),New_York_City,1
Democratic_Party_(United_States),President_of_the_United_States,1
Democratic_Party_(United_States),Territories_of_the_United_States,1
Demographics_of_Alaska,Alaska_Natives,1
Demographics_of_Alaska,List_of_cities_in_Alaska,1
Demonym,United_States,1
Denali,Alaska,1
Denali,Denali_National_Park_and_Preserve,1
Denali,Mount_Everest,1
Denali,Mount_Logan,1
Denali,North_America,1
Denali_National_Park_and_Preserve,Chris_McCandless,1
Denali_National_Park_and_Preserve,Denali,1
Denali_National_Park_and_Preserve,Interior_Alaska,1
"Diomede,_Alaska",Alaska_Purchase,1
"Diomede,_Alaska",Iñupiat,1
"Diomede,_Alaska","Nome,_Alaska",1
"Diomede,_Alaska","Unorganized_Borough,_Alaska",1
Don_Young,2018_United_States_House_of_Representatives_election_in_Alaska,1
Don_Young,Alaska,1
Don_Young,Alaska_House_of_Representatives,1
Don_Young,Alaska_Senate,1
Don_Young,Ethan_Berkowitz,1
Donald_Trump,California,1
Donald_Trump,Democratic_Party_(United_States),1
Donald_Trump,John_McCain,1
Donald_Trump,Mitt_Romney,1
Donald_Trump,New_York_City,1
Donald_Trump,President_of_the_United_States,1
Downtown_Anchorage,"Anchorage,_Alaska",1
ECHL,Alaska_Aces_(ECHL),1
ECHL,Maine_Mariners_(ECHL),1
"Eagle_River,_Anchorage","Anchorage,_Alaska",1
Earthquake,1556_Shaanxi_earthquake,1
Earthquake,1755_Lisbon_earthquake,1
Earthquake,1906_San_Francisco_earthquake,1
Earthquake,1908_Messina_earthquake,1
Earthquake,1957_Andreanof_Islands_earthquake,1
Earthquake,1960_Valdivia_earthquake,1
Earthquake,1964_Alaska_earthquake,1
Earthquake,2004_Indian_Ocean_earthquake_and_tsunami,1
Earthquake,2008_Sichuan_earthquake,1
Earthquake,Aftershock,1
Earthquake,Fault_(geology),1
Earthquake,Great_Hanshin_earthquake,1
Earthquake,Lists_of_earthquakes,1
Earthquake,Megathrust_earthquake,1
Earthquake,P_wave,1
Earthquake,Richter_magnitude_scale,1
Earthquake,S_wave,1
Earthquake,San_Andreas_Fault,1
Earthquake,Seismic_magnitude_scales,1
Earthquake,Seismometer,1
Earthquake,Soil_liquefaction,1
Earthquake,Submarine_earthquake,1
Earthquake,Tsunami,1
Earthquake,United_States_Geological_Survey,1
Earthquake_engineering,Earthquake,1
Effect_of_the_2004_Indian_Ocean_earthquake_on_India,2004_Indian_Ocean_earthquake_and_tsunami,1
Elmendorf_Air_Force_Base,Alaskan_Command,1
Elmendorf_Air_Force_Base,"Anchorage,_Alaska",1
Elmendorf_Air_Force_Base,Fort_Richardson_(Alaska),1
Elmendorf_Air_Force_Base,Joint_Base_Elmendorf–Richardson,1
Era_Aviation,Ravn_Alaska,1
Ethan_Berkowitz,Dan_Sullivan_(Anchorage_mayor),1
Ethan_Berkowitz,"List_of_mayors_of_Anchorage,_Alaska",1
Everest_base_camps,Mount_Everest,1
"Fairbanks,_Alaska",Alaska,1
"Fairbanks,_Alaska",Alaska_Railroad,1
"Fairbanks,_Alaska","Anchorage,_Alaska",1
"Fairbanks,_Alaska",Fairbanks_International_Airport,1
"Fairbanks,_Alaska",Interior_Alaska,1
"Fairbanks,_Alaska","Juneau,_Alaska",1
"Fairbanks,_Alaska",Metropolitan_area,1
"Fairbanks,_Alaska","Nenana,_Alaska",1
"Fairbanks,_Alaska","North_Pole,_Alaska",1
"Fairbanks,_Alaska",Outside_(Alaska),1
"Fairbanks,_Alaska",Subarctic_climate,1
"Fairbanks,_Alaska",Trans-Alaska_Pipeline_System,1
"Fairbanks,_Alaska",University_of_Alaska_Fairbanks,1
"Fairbanks,_Alaska",University_of_Alaska_system,1
Fairbanks_International_Airport,"Fairbanks,_Alaska",1
Fairbanks_International_Airport,Ravn_Alaska,1
Fairbanks_International_Airport,Ted_Stevens_Anchorage_International_Airport,1
Fault_(geology),Earthquake,1
Fault_(geology),Subduction,1
FedEx,FedEx_Express,1
FedEx,Multinational_corporation,1
FedEx_Express,FedEx,1
FedEx_Express,Memphis_International_Airport,1
FedEx_Express,Ted_Stevens_Anchorage_International_Airport,1
Federal_Aviation_Administration,United_States,1
Filipino_Americans,California,1
Foreshock,1960_Valdivia_earthquake,1
Foreshock,2004_Indian_Ocean_earthquake_and_tsunami,1
Foreshock,Aftershock,1
Fort_Richardson_(Alaska),"2nd_Infantry_Brigade_Combat_Team_(Airborne),_11th_Airborne_Division",1
Fort_Richardson_(Alaska),Elmendorf_Air_Force_Base,1
Fort_Richardson_(Alaska),Joint_Base_Elmendorf–Richardson,1
Frankfurt,Metropolitan_area,1
Frankfurt,Urban_area,1
Fukushima_nuclear_disaster,869_Jōgan_earthquake,1
Fukushima_nuclear_disaster,International_Nuclear_Event_Scale,1
Fukushima_nuclear_disaster,Tsunami,1
"Girdwood,_Anchorage,_Alaska",Alyeska_Resort,1
Glenn_Highway,Alaska_Route_1,1
Great_Alaska_Shootout,Alaska_Airlines_Center,1
Great_Alaska_Shootout,Sullivan_Arena,1
Great_Hanshin_earthquake,2018_Osaka_earthquake,1
Great_Hanshin_earthquake,Japan_Meteorological_Agency_seismic_intensity_scale,1
Great_Hanshin_earthquake,List_of_earthquakes_in_Japan,1
Great_Hanshin_earthquake,Moment_magnitude_scale,1
Great_Northwest_Athletic_Conference,University_of_Alaska_Anchorage,1
Great_Northwest_Athletic_Conference,University_of_Alaska_Fairbanks,1
Grizzly_bear,American_black_bear,1
Grizzly_bear,Denali_National_Park_and_Preserve,1
Grizzly_bear,Kodiak_Island,1
Grizzly_bear,Moose,1
Grizzly_bear,North_America,1
Gulf_of_Alaska,Alaska,1
Hayden_Panettiere,Bristol_Palin,1
Helsinki,Metropolitan_area,1
Helsinki,Oslo,1
Helsinki,Saint_Petersburg,1
Helsinki,Stockholm,1
Hispanic_and_Latino_Americans,2010_United_States_census,1
Hispanic_and_Latino_Americans,African_Americans,1
Hispanic_and_Latino_Americans,Asian_Americans,1
Hispanic_and_Latino_Americans,Native_Americans_in_the_United_States,1
Hispanic_and_Latino_Americans,Non-Hispanic_whites,1
Hispanic_and_Latino_Americans,Stateside_Puerto_Ricans,1
Hispanic_and_Latino_Americans,United_States,1
Hmong_Americans,Hmong_language,1
Hmong_language,Hmong_Americans,1
"Homer,_Alaska",Alaska,1
"Homer,_Alaska","Anchorage,_Alaska",1
"Homer,_Alaska",Jewel_(singer),1
"Homer,_Alaska",Kenai_Peninsula,1
"Homer,_Alaska","Kenai_Peninsula_Borough,_Alaska",1
Iditarod_Trail_Sled_Dog_Race,1925_serum_run_to_Nome,1
Iditarod_Trail_Sled_Dog_Race,Alaska,1
Iditarod_Trail_Sled_Dog_Race,"Anchorage,_Alaska",1
Iditarod_Trail_Sled_Dog_Race,Balto,1
Iditarod_Trail_Sled_Dog_Race,Iñupiat,1
Iditarod_Trail_Sled_Dog_Race,Mushing,1
Iditarod_Trail_Sled_Dog_Race,"Nome,_Alaska",1
Interior_Alaska,Alaska,1
Interior_Alaska,"Fairbanks,_Alaska",1
International_Nuclear_Event_Scale,Fukushima_nuclear_disaster,1
Irene_Bedard,"Anchorage,_Alaska",1
Irene_Bedard,Iñupiat,1
Israel_Keyes,"Anchorage,_Alaska",1
Israel_Keyes,List_of_Alaska_state_prisons,1
James_Dale_Ritchie,Trajan_Langdon,1
Japan_Air_Lines_Cargo_Flight_1628_incident,Denali,1
Japan_Meteorological_Agency_seismic_intensity_scale,Modified_Mercalli_intensity_scale,1
Jared_Cannonier,"Anchorage,_Alaska",1
Jewel_(singer),Alaska,1
Jewel_(singer),"Homer,_Alaska",1
John_McCain,Donald_Trump,1
John_McCain,Mitt_Romney,1
John_McCain,President_of_the_United_States,1
John_McCain,Sarah_Palin,1
July_2018_Lombok_earthquake,5_August_2018_Lombok_earthquake,1
"Juneau,_Alaska",Alaska,1
"Juneau,_Alaska","Anchorage,_Alaska",1
"Juneau,_Alaska","Fairbanks,_Alaska",1
"Juneau,_Alaska",List_of_United_States_cities_by_area,1
"Juneau,_Alaska",List_of_capitals_in_the_United_States,1
"Juneau,_Alaska","Sitka,_Alaska",1
"Juneau,_Alaska",Southeast_Alaska,1
"Juneau,_Alaska",Vladivostok,1
KTUU-TV,KAUU,1
KTUU-TV,KTVA,1
KTVA,GCI_(company),1
KTVA,KTUU-TV,1
"Kenai,_Alaska","Kenai_Peninsula_Borough,_Alaska",1
Kenai_Peninsula,"Homer,_Alaska",1
Kenai_Peninsula,"Kenai,_Alaska",1
Kenai_Peninsula,"Kenai_Peninsula_Borough,_Alaska",1
Kenai_Peninsula,"Seward,_Alaska",1
Kenai_Peninsula,Southcentral_Alaska,1
"Kenai_Peninsula_Borough,_Alaska","Homer,_Alaska",1
"Kenai_Peninsula_Borough,_Alaska","Kenai,_Alaska",1
"Kenai_Peninsula_Borough,_Alaska",Kenai_Peninsula,1
"Kenai_Peninsula_Borough,_Alaska","Soldotna,_Alaska",1
"Ketchikan,_Alaska",Alaska,1
"Ketchikan,_Alaska","Juneau,_Alaska",1
Kevin_Meyer_(politician),Alaska_Senate,1
"Kodiak,_Alaska",Alaska,1
"Kodiak,_Alaska",Alaska_Purchase,1
"Kodiak,_Alaska",Kodiak_Island,1
Kodiak_Archipelago,Kodiak_Island,1
Kodiak_Island,1964_Alaska_earthquake,1
Kodiak_Island,Alaska,1
Kodiak_Island,"Kodiak,_Alaska",1
Kodiak_Island,Kodiak_Archipelago,1
Kodiak_Island,Novarupta,1
Kodiak_Island,University_of_Alaska_Anchorage,1
Korean_Air_Lines_Flight_007,"Anchorage,_Alaska",1
Larry_Csonka,"Wasilla,_Alaska",1
Larry_Sanger,"Anchorage,_Alaska",1
Lisa_Murkowski,2016_United_States_Senate_election_in_Alaska,1
Lisa_Murkowski,Alaska,1
Lisa_Murkowski,Alaska_House_of_Representatives,1
Lisa_Murkowski,Dan_Sullivan_(U.S._senator),1
Lisa_Murkowski,"Ketchikan,_Alaska",1
Lisa_Murkowski,Sarah_Palin,1
List_of_Alaska_Airlines_destinations,Ted_Stevens_Anchorage_International_Airport,1
List_of_FBI_field_offices,New_York_City,1
List_of_Interstate_Highways_in_Alaska,George_Parks_Highway,1
List_of_Interstate_Highways_in_Alaska,Glenn_Highway,1
List_of_Interstate_Highways_in_Alaska,Seward_Highway,1
List_of_UTC_offsets,Coordinated_Universal_Time,1
List_of_UTC_offsets,United_States,1
List_of_United_States_cities_by_area,2010_United_States_census,1
List_of_United_States_cities_by_area,"Anchorage,_Alaska",1
List_of_United_States_cities_by_area,Consolidated_city-county,1
List_of_United_States_cities_by_area,"Juneau,_Alaska",1
List_of_United_States_cities_by_area,List_of_United_States_cities_by_population,1
List_of_United_States_cities_by_area,New_York_City,1
List_of_United_States_cities_by_area,"Phoenix,_Arizona",1
List_of_United_States_cities_by_area,"Sitka,_Alaska",1
List_of_United_States_cities_by_crime_rate,"Anchorage,_Alaska",1
List_of_United_States_cities_by_crime_rate,Boston,1
List_of_United_States_cities_by_crime_rate,New_York_City,1
List_of_United_States_cities_by_crime_rate,Philadelphia,1
List_of_United_States_cities_by_population,2010_United_States_census,1
